Date,Price,Open,High,Low,Vol.,Change %,Volume,Volume2,Open_lag_1,Open_lag_2,Open_lag_3,Open_lag_4,Open_lag_5,High_lag_1,High_lag_2,High_lag_3,High_lag_4,High_lag_5,Low_lag_1,Low_lag_2,Low_lag_3,Low_lag_4,Low_lag_5,Price_lag_1,Price_lag_2,Price_lag_3,Price_lag_4,Price_lag_5,Volume2_lag_1,Volume2_lag_2,Volume2_lag_3,Volume2_lag_4,Volume2_lag_5,target
2013-05-01,0.7974958160292568,0.7722486658012405,0.6811916787946237,0.8095711004903481,332.38K,-2.60%,332380,0.17989937135620485,0.7819125919515362,0.7695081494302611,0.7734025674311266,0.7614308380210588,0.7471513053512189,0.6928345175926719,0.6934337813543361,0.6839311702765174,0.6864138344319836,0.6680078760380104,0.8266401837254049,0.8239711998013779,0.8216746322388431,0.8157780398485506,0.803984855067966,0.8125581107047666,0.8190045248868778,0.8097068121242174,0.8136738362362859,0.7999752060992996,0.14859268217549543,0.11271663110817008,0.12775388196100354,0.14438270830243355,0.13732044860751405,0.8158433025475732
2013-05-02,0.8158433025475732,0.7572479446127218,0.6896669805667323,0.8129228477437775,310.81K,3.25%,310810,0.16759461032071102,0.7722486658012405,0.7819125919515362,0.7695081494302611,0.7734025674311266,0.7614308380210588,0.6811916787946237,0.6928345175926719,0.6934337813543361,0.6839311702765174,0.6864138344319836,0.8095711004903481,0.8266401837254049,0.8239711998013779,0.8216746322388431,0.8157780398485506,0.7974958160292568,0.8125581107047666,0.8190045248868778,0.8097068121242174,0.8136738362362859,0.17989937135620485,0.14859268217549543,0.11271663110817008,0.12775388196100354,0.14438270830243355,0.8258848323312464
2013-05-03,0.8258848323312464,0.7788114813212174,0.7049910110435751,0.8309850412761468,297.52K,1.72%,297520,0.16001323460621342,0.7572479446127218,0.7722486658012405,0.7819125919515362,0.7695081494302611,0.7734025674311266,0.6896669805667323,0.6811916787946237,0.6928345175926719,0.6934337813543361,0.6839311702765174,0.8129228477437775,0.8095711004903481,0.8266401837254049,0.8239711998013779,0.8216746322388431,0.8158433025475732,0.7974958160292568,0.8125581107047666,0.8190045248868778,0.8097068121242174,0.16759461032071102,0.17989937135620485,0.14859268217549543,0.11271663110817008,0.12775388196100354,0.8292939936775553
2013-05-06,0.8292939936775553,0.79027837876821,0.714664840339012,0.8389919930482279,271.00K,0.58%,271000,0.1448847106070805,0.7788114813212174,0.7572479446127218,0.7722486658012405,0.7819125919515362,0.7695081494302611,0.7049910110435751,0.6896669805667323,0.6811916787946237,0.6928345175926719,0.6934337813543361,0.8309850412761468,0.8129228477437775,0.8095711004903481,0.8266401837254049,0.8239711998013779,0.8258848323312464,0.8158433025475732,0.7974958160292568,0.8125581107047666,0.8190045248868778,0.16001323460621342,0.16759461032071102,0.17989937135620485,0.14859268217549543,0.11271663110817008,0.8259468170829976
2013-05-07,0.8259468170829976,0.7917928746574355,0.706874411437377,0.8394264788033021,260.14K,-0.56%,260140,0.1386895458020057,0.79027837876821,0.7788114813212174,0.7572479446127218,0.7722486658012405,0.7819125919515362,0.714664840339012,0.7049910110435751,0.6896669805667323,0.6811916787946237,0.6928345175926719,0.8389919930482279,0.8309850412761468,0.8129228477437775,0.8095711004903481,0.8266401837254049,0.8292939936775553,0.8258848323312464,0.8158433025475732,0.7974958160292568,0.8125581107047666,0.1448847106070805,0.16001323460621342,0.16759461032071102,0.17989937135620485,0.14859268217549543,0.8321452922581045
2013-05-08,0.8321452922581045,0.7901341410644743,0.7112404759866449,0.8414126993979267,276.32K,1.05%,276320,0.14791954272153704,0.7917928746574355,0.79027837876821,0.7788114813212174,0.7572479446127218,0.7722486658012405,0.706874411437377,0.714664840339012,0.7049910110435751,0.6896669805667323,0.6811916787946237,0.8394264788033021,0.8389919930482279,0.8309850412761468,0.8129228477437775,0.8095711004903481,0.8259468170829976,0.8292939936775553,0.8258848323312464,0.8158433025475732,0.7974958160292568,0.1386895458020057,0.1448847106070805,0.16001323460621342,0.16759461032071102,0.17989937135620485,0.8307196429678299
2013-05-09,0.8307196429678299,0.7976345016587336,0.7112404759866449,0.8420954627273292,272.20K,-0.24%,272200,0.14556925920432634,0.7901341410644743,0.7917928746574355,0.79027837876821,0.7788114813212174,0.7572479446127218,0.7112404759866449,0.706874411437377,0.714664840339012,0.7049910110435751,0.6896669805667323,0.8414126993979267,0.8394264788033021,0.8389919930482279,0.8309850412761468,0.8129228477437775,0.8321452922581045,0.8259468170829976,0.8292939936775553,0.8258848323312464,0.8158433025475732,0.14791954272153704,0.1386895458020057,0.1448847106070805,0.16001323460621342,0.16759461032071102,0.8285501766565425
2013-05-10,0.8285501766565425,0.794461272176547,0.7067031932197585,0.8298057227980882,354.12K,-0.36%,354120,0.19230111010964185,0.7976345016587336,0.7901341410644743,0.7917928746574355,0.79027837876821,0.7788114813212174,0.7112404759866449,0.7112404759866449,0.706874411437377,0.714664840339012,0.7049910110435751,0.8420954627273292,0.8414126993979267,0.8394264788033021,0.8389919930482279,0.8309850412761468,0.8307196429678299,0.8321452922581045,0.8259468170829976,0.8292939936775553,0.8258848323312464,0.14556925920432634,0.14791954272153704,0.1386895458020057,0.1448847106070805,0.16001323460621342,0.8231575032541995
2013-05-13,0.8231575032541995,0.7915765181018319,0.703022001540964,0.8366333560921109,297.04K,-0.91%,297040,0.15973941516731507,0.794461272176547,0.7976345016587336,0.7901341410644743,0.7917928746574355,0.79027837876821,0.7067031932197585,0.7112404759866449,0.7112404759866449,0.706874411437377,0.714664840339012,0.8298057227980882,0.8420954627273292,0.8414126993979267,0.8394264788033021,0.8389919930482279,0.8285501766565425,0.8307196429678299,0.8321452922581045,0.8259468170829976,0.8292939936775553,0.19230111010964185,0.14556925920432634,0.14791954272153704,0.1386895458020057,0.1448847106070805,0.8172069670860967
2013-05-14,0.8172069670860967,0.785590653396798,0.7017378649088263,0.8327850536900254,269.40K,-1.01%,269400,0.14397197914408605,0.7915765181018319,0.794461272176547,0.7976345016587336,0.7901341410644743,0.7917928746574355,0.703022001540964,0.7067031932197585,0.7112404759866449,0.7112404759866449,0.706874411437377,0.8366333560921109,0.8298057227980882,0.8420954627273292,0.8414126993979267,0.8394264788033021,0.8231575032541995,0.8285501766565425,0.8307196429678299,0.8321452922581045,0.8259468170829976,0.15973941516731507,0.19230111010964185,0.14556925920432634,0.14791954272153704,0.1386895458020057,0.8177648298518564
2013-05-15,0.8177648298518564,0.7798211452473677,0.6912935536341066,0.8221091179939171,360.68K,0.10%,360680,0.19604330910791906,0.785590653396798,0.7915765181018319,0.794461272176547,0.7976345016587336,0.7901341410644743,0.7017378649088263,0.703022001540964,0.7067031932197585,0.7112404759866449,0.7112404759866449,0.8327850536900254,0.8366333560921109,0.8298057227980882,0.8420954627273292,0.8414126993979267,0.8172069670860967,0.8231575032541995,0.8285501766565425,0.8307196429678299,0.8321452922581045,0.14397197914408605,0.15973941516731507,0.19230111010964185,0.14556925920432634,0.14791954272153704,0.8230955185024483
2013-05-16,0.8230955185024483,0.7813356411365933,0.7009673829295436,0.82893675128794,297.86K,0.91%,297860,0.16020719004209974,0.7798211452473677,0.785590653396798,0.7915765181018319,0.794461272176547,0.7976345016587336,0.6912935536341066,0.7017378649088263,0.703022001540964,0.7067031932197585,0.7112404759866449,0.8221091179939171,0.8327850536900254,0.8366333560921109,0.8298057227980882,0.8420954627273292,0.8177648298518564,0.8172069670860967,0.8231575032541995,0.8285501766565425,0.8307196429678299,0.19604330910791906,0.14397197914408605,0.15973941516731507,0.19230111010964185,0.14556925920432634,0.8284262071530403
2013-05-17,0.8284262071530403,0.7871772681378914,0.7085009845047513,0.8386195766867357,187.75K,0.90%,187750,0.09739415167315085,0.7813356411365933,0.7798211452473677,0.785590653396798,0.7915765181018319,0.794461272176547,0.7009673829295436,0.6912935536341066,0.7017378649088263,0.703022001540964,0.7067031932197585,0.82893675128794,0.8221091179939171,0.8327850536900254,0.8366333560921109,0.8298057227980882,0.8230955185024483,0.8177648298518564,0.8172069670860967,0.8231575032541995,0.8285501766565425,0.16020719004209974,0.19604330910791906,0.14397197914408605,0.15973941516731507,0.19230111010964185,0.832703155023864
2013-05-20,0.832703155023864,0.7928025385835858,0.714151185686157,0.841350630004345,118.62K,0.72%,118620,0.057958447900147175,0.7871772681378914,0.7813356411365933,0.7798211452473677,0.785590653396798,0.7915765181018319,0.7085009845047513,0.7009673829295436,0.6912935536341066,0.7017378649088263,0.703022001540964,0.8386195766867357,0.82893675128794,0.8221091179939171,0.8327850536900254,0.8366333560921109,0.8284262071530403,0.8230955185024483,0.8177648298518564,0.8172069670860967,0.8231575032541995,0.09739415167315085,0.16020719004209974,0.19604330910791906,0.14397197914408605,0.15973941516731507,0.8292939936775553
